,channel_type,country,date,e_m_earnings,e_y_earnings,grade,sub_change,sub_last30,subs,uploads,video_view,view_change,view_last30,youtuber,e_m_lower,e_m_upper,e_y_lower,e_y_upper,age,v_per_view,age_cate
2545,Shows,AU,2007-04-15,$27 - $426,$320 - $5.1K,B-,29.0,128,44297,10704,66533074,20,106530,Sunriseon7,27.0,426.0,320.0,5100.0,11,6215.720665171898,2
2546,Shows,US,2009-09-23,$29 - $465,$349 - $5.6K,B-,14.0,-158,76010,711,4531746,-48,116190,mgmvod,29.0,465.0,349.0,5600.0,9,6373.763713080169,2
2547,Shows,DE,2015-09-11,$31 - $488,$366 - $5.9K,B-,-61.0,204,7053,122,3028033,-33,122100,wocomoHUMANITY,31.0,488.0,366.0,5900.0,3,24819.94262295082,0
2548,Shows,KR,2012-08-08,$31 - $491,$368 - $5.9K,B-,44.0,106,19430,2323,13910557,4,122730,MBCfestival,31.0,491.0,368.0,5900.0,6,5988.18639690056,1
2549,Shows,FR,2017-02-15,$32 - $519,$389 - $6.2K,B-,17.0,944,8879,103,1443604,-6,129660,Sciences Tube,32.0,519.0,389.0,6200.0,1,14015.57281553398,0
2550,Shows,US,2010-05-26,$38 - $607,$455 - $7.3K,B-,38.0,-275,128913,1011,39552814,27,151830,WiZARDHAX.com,38.0,607.0,455.0,7300.0,8,39122.466864490605,1
2551,Shows,FR,2018-08-31,$39 - $623,$467 - $7.5K,B-,96.0,2332,4844,55,211595,283,155760,Catch Off,39.0,623.0,467.0,7500.0,0,3847.181818181818,0
2552,Shows,,2011-08-30,$28 - $448,$336 - $5.4K,B-,54.0,130,7249,475,5636417,61,112020,막돼먹은영애씨,28.0,448.0,336.0,5400.0,7,11866.14105263158,1
2553,Shows,US,2012-06-12,$37 - $593,$445 - $7.1K,B-,-37.0,-151,67030,2540,13262296,10,148320,AdultSwimEps,37.0,593.0,445.0,7100.0,6,5221.376377952756,1
2554,Shows,,2012-07-02,$41 - $655,$491 - $7.9K,B-,20.0,282,57934,240,41142985,-11,163710,Волшебные Поппикси…,41.0,655.0,491.0,7900.0,6,171429.10416666666,1
2555,Shows,US,2013-11-01,$38 - $610,$457 - $7.3K,B-,0.0,-147,66510,1116,3285805,19,152400,Disney Junior Shows,38.0,610.0,457.0,7300.0,5,2944.2697132616486,1
2556,Shows,BR,2011-05-22,$82 - $1.3K,$978 - $15.7K,B-,217.0,1142,386397,189,45868776,169,326100,leninjablog,82.0,1300.0,978.0,15700.0,7,242691.9365079365,1
2557,Shows,RU,2008-10-16,$42 - $669,$501 - $8K,B-,9.0,275,22675,56,6683689,18,167130,multirussia,42.0,669.0,501.0,8000.0,10,119351.58928571429,2
2558,Shows,US,2009-11-07,$44 - $696,$522 - $8.4K,B-,-21.0,-97,59296,5148,4094902,37,174060,hbostore,44.0,696.0,522.0,8400.0,9,795.4355089355089,2
2559,Shows,,2017-02-08,$47 - $754,$566 - $9.1K,B-,-68.0,292,12350,98,11081664,-51,188550,Радуга,47.0,754.0,566.0,9100.0,1,113078.20408163265,0
2560,Shows,,2012-05-18,$43 - $683,$512 - $8.2K,B-,-26.0,-106,42142,2980,16546516,153,170670,mytheater D.D.,43.0,683.0,512.0,8200.0,6,5552.522147651007,1
2561,Shows,US,2008-03-01,$54 - $869,$652 - $10.4K,B-,124.0,449,36125,264,26146351,74,217320,Endemol Beyond,54.0,869.0,652.0,10400.0,10,99039.20833333333,2
2562,Shows,RO,2011-12-27,$80 - $1.3K,$954 - $15.3K,B-,-29.0,2598,287537,250,26654983,-10,318030,CuriosityLand,80.0,1300.0,954.0,15300.0,7,106619.932,1
2563,Shows,CL,2008-05-28,$79 - $1.3K,$944 - $15.1K,B-,-82.0,1868,80247,172,9903609,-64,314670,Huérfano Producciones,79.0,1300.0,944.0,15100.0,10,57579.12209302326,2
2564,Shows,US,2011-03-04,$66 - $1.1K,$798 - $12.8K,B-,123.0,1837,50013,15,11856038,66,265950,raptorkil,66.0,1100.0,798.0,12800.0,7,790402.5333333333,1
2565,Shows,SA,2016-05-21,$89 - $1.4K,$1.1K - $17.1K,B-,-31.0,3962,124774,18,7295713,-22,357000,N8n8a | نقنقة,89.0,1400.0,1100.0,17100.0,2,405317.3888888889,0
2566,Shows,EG,2014-06-16,$61 - $974,$731 - $11.7K,B-,41.0,312,29950,100,16992716,4,243570,Shorouk Drama,61.0,974.0,731.0,11700.0,4,169927.16,1
2567,Shows,US,2007-05-07,$70 - $1.1K,$836 - $13.4K,B-,13.0,3353,288486,32,20813232,20,278820,Great Depression Cooking,70.0,1100.0,836.0,13400.0,11,650413.5,2
2568,Shows,US,2017-07-04,$37 - $590,$443 - $7.1K,B-,,700,700,80,208722,629,147540,Nursery Rhymes and Kids Songs,37.0,590.0,443.0,7100.0,1,2609.025,0
2569,Shows,RU,2011-10-28,$51 - $812,$609 - $9.7K,B-,10.0,204,9239,39,12721446,-5,203040,Videomore.ru,51.0,812.0,609.0,9700.0,7,326190.92307692306,1
2570,Shows,RU,2011-10-06,$71 - $1.1K,$851 - $13.6K,B-,-28.0,492,29810,149,15232292,-11,283590,MetronomeFilmsComp,71.0,1100.0,851.0,13600.0,7,102230.14765100672,1
2571,Shows,IN,2011-12-24,$68 - $1.1K,$811 - $13K,B-,-27.0,612,8593,880,4143086,13,270240,VikatanTVKannada,68.0,1100.0,811.0,13000.0,7,4708.052272727273,1
2572,Shows,DE,2010-03-01,$73 - $1.2K,$879 - $14.1K,B-,24.0,1587,16102,40,3799103,37,292860,TheFaithTube,73.0,1200.0,879.0,14100.0,8,94977.575,1
2573,Shows,GB,2011-03-07,$57 - $904,$678 - $10.9K,B-,-4.0,557,19247,12,9847676,10,226080,All3Media,57.0,904.0,678.0,10900.0,7,820639.6666666666,1
2574,Shows,CA,2014-06-30,$91 - $1.5K,$1.1K - $17.6K,B-,-19.0,635,63639,108,27086140,-13,365670,Games For Children,91.0,1500.0,1100.0,17600.0,4,250797.59259259258,1
2575,Shows,US,2012-06-12,$95 - $1.5K,$1.1K - $18.3K,B-,52.0,437,70131,3679,18123879,15,380490,truTVEps,95.0,1500.0,1100.0,18300.0,6,4926.305789616744,1
2576,Shows,US,2011-04-21,$83 - $1.3K,$1K - $16K,B-,-70.0,-877,683237,35,28662367,261,333630,Krist Soup,83.0,1300.0,1000.0,16000.0,7,818924.7714285714,1
2577,Shows,CA,2014-05-03,$91 - $1.5K,$1.1K - $17.5K,B-,-216.0,207,122405,100,55073292,210,365460,G.O Kids,91.0,1500.0,1100.0,17500.0,4,550732.92,1
2578,Shows,CA,2014-09-26,$110 - $1.8K,$1.3K - $21.2K,B-,4.0,661,106386,46,60824947,-4,440820,Kids Central,110.0,1800.0,1300.0,21200.0,4,1322281.456521739,1
2579,Shows,RU,2013-07-23,$89 - $1.4K,$1.1K - $17K,B-,-1.0,804,22845,350,16053311,4,354210,Кинокомпания Амедиа,89.0,1400.0,1100.0,17000.0,5,45866.602857142854,1
2580,Shows,,2012-10-11,$107 - $1.7K,$1.3K - $20.6K,B-,-13.0,-79,36026,15936,14456230,18,429780,FHEFoxTVProductions,107.0,1700.0,1300.0,20600.0,6,907.1429467871486,1
2581,Shows,TR,2016-07-13,$100 - $1.6K,$1.2K - $19.3K,B-,47.0,2623,21089,12888,5167395,27,401160,Bursaspor,100.0,1600.0,1200.0,19300.0,2,400.9462290502793,0
2582,Shows,GB,2014-09-29,$122 - $2K,$1.5K - $23.5K,B-,-64.0,1524,45558,173,27072911,-63,489090,Genie Kids TV,122.0,2000.0,1500.0,23500.0,4,156490.81502890174,1
2583,Shows,IT,2007-09-01,$170 - $2.7K,$2K - $32.6K,B-,-26.0,2164,147239,263,25593551,-20,678630,Fabrizio Pisu,170.0,2700.0,2000.0,32600.0,11,97313.88212927757,2
2584,Shows,RU,2015-05-25,$200 - $3.2K,$2.4K - $38.5K,B-,19.0,2061,52190,57,15818271,1,801480,Джинглики,200.0,3200.0,2400.0,38500.0,3,277513.5263157895,0
2585,Shows,IN,2010-04-15,$155 - $2.5K,$1.9K - $29.8K,B-,,0,0,22,3822331,-18,620790,Cinevistaas,155.0,2500.0,1900.0,29800.0,8,173742.31818181818,1
2586,Shows,GR,2016-12-16,$215 - $3.4K,$2.6K - $41.4K,B-,248.0,5094,41947,20,6891078,162,861810,Top10Greece,215.0,3400.0,2600.0,41400.0,2,344553.9,0
2587,Shows,US,2009-02-04,$186 - $3K,$2.2K - $35.8K,B-,-44.0,-845,1285318,188,599322245,-4,744960,TotallySketch,186.0,3000.0,2200.0,35800.0,9,3187884.2819148935,2
2588,Shows,RU,2013-12-09,$178 - $2.8K,$2.1K - $34.1K,B-,-59.0,727,77996,77,68247010,-36,710280,Новаторы (мультфильм),178.0,2800.0,2100.0,34100.0,5,886324.8051948051,1
2589,Shows,IN,2011-12-24,$224 - $3.6K,$2.7K - $43K,B-,-37.0,1017,17701,1418,16661792,-23,895500,VikatanTVTelugu,224.0,3600.0,2700.0,43000.0,7,11750.205923836389,1
2590,Shows,IT,2011-03-08,$215 - $3.4K,$2.6K - $41.2K,B-,17.0,2115,61904,23954,32046233,10,858960,TG La7,215.0,3400.0,2600.0,41200.0,7,1337.8238707522753,1
2591,Shows,KR,2012-05-21,$200 - $3.2K,$2.4K - $38.5K,B-,60.0,788,57508,26216,83010246,41,801060,채널A Life,200.0,3200.0,2400.0,38500.0,6,3166.396322856271,1
2592,Shows,JP,2005-11-16,$278 - $4.5K,$3.3K - $53.4K,B-,10.0,2342,145785,1198,90524624,8,1112730,K1,278.0,4500.0,3300.0,53400.0,13,75563.12520868113,2
2593,Shows,MX,2018-08-10,$210 - $3.4K,$2.5K - $40.3K,B-,42.0,4631,17666,47,3060512,57,840450,DeliWow en Español,210.0,3400.0,2500.0,40300.0,0,65117.27659574468,0
2594,Shows,RU,2017-03-17,$260 - $4.2K,$3.1K - $49.9K,B-,1.0,1640,40415,92,24927694,16,1039380,Big Papa Studio - Кукутики и Три…,260.0,4200.0,3100.0,49900.0,1,270953.1956521739,0
2595,Shows,CA,2016-04-07,$240 - $3.8K,$2.9K - $46K,B-,100.0,4685,89866,134,18108689,146,958050,Minecraft Miraculous Ladybug,240.0,3800.0,2900.0,46000.0,2,135139.47014925373,0
2596,Shows,AR,2010-02-14,$344 - $5.5K,$4.1K - $66.1K,B,106.0,2601,123866,142,95990126,84,1376640,Rebelde Way - Capítulos Completos,344.0,5500.0,4100.0,66100.0,8,675986.8028169014,1
2597,Shows,KR,2011-03-30,$338 - $5.4K,$4.1K - $64.9K,B,0.0,3997,175110,74,64636977,13,1351140,SBSFreeVOD,338.0,5400.0,4100.0,64900.00000000001,7,873472.6621621621,1
2598,Shows,RU,2016-06-27,$375 - $6K,$4.5K - $72K,B,-24.0,1735,134138,49,97729859,-15,1500480,Go Гулять,375.0,6000.0,4500.0,72000.0,2,1994486.918367347,0
2599,Shows,RU,2016-04-29,$400 - $6.4K,$4.8K - $76.8K,B,417.0,2531,209952,1852,44927963,-45,1599960,Универ,400.0,6400.0,4800.0,76800.0,2,24259.159287257018,0
2600,Shows,US,2011-02-17,$474 - $7.6K,$5.7K - $91K,B,8.0,11039,1189215,40,150967701,0,1896630,psychicpebbles,474.0,7600.0,5700.0,91000.0,7,3774192.525,1
2601,Shows,TR,2015-12-10,$306 - $4.9K,$3.7K - $58.8K,B,76.0,3042,46458,239,23166006,107,1224690,Acı Aşk (Resmi YouTube Kanalı),306.0,4900.0,3700.0,58800.0,3,96928.89539748954,0
2602,Shows,US,2015-02-05,$441 - $7.1K,$5.3K - $84.7K,B,0.0,3298,310352,468,168288869,0,1764390,Baby Box Nursery Rhymes And Kids Songs,441.0,7100.0,5300.0,84700.0,3,359591.60042735044,0
2603,Shows,RU,2015-02-04,$503 - $8.1K,$6K - $96.6K,B,-9.0,2558,163845,167,154437290,13,2013180,Паровозики из…,503.0,8100.0,6000.0,96600.0,3,924774.1916167665,0
2604,Shows,,2015-02-04,$593 - $9.5K,$7.1K - $113.8K,B,24.0,4639,109696,760,69442336,28,2370660,"Спокойной ночи, малыши!",593.0,9500.0,7100.0,113800.0,3,91371.4947368421,0
2605,Shows,,2016-06-17,$616 - $9.9K,$7.4K - $118.3K,B,3.0,5573,62697,106,26622323,2,2464950,Фіксики,616.0,9900.0,7400.0,118300.0,2,251153.99056603774,0
2606,Shows,US,2006-11-20,$604 - $9.7K,$7.2K - $116K,B,27.0,9260,545954,335,127480953,26,2416560,UFOTV® The Disclosure Network,604.0,9700.0,7200.0,116000.0,12,380540.1582089552,2
2607,Shows,,2016-03-29,$674 - $10.8K,$8.1K - $129.3K,B,-12.0,4985,85013,81,55689301,-19,2694210,Супер Крылья,674.0,10800.0,8100.0,129300.00000000001,2,687522.2345679012,0
2608,Shows,BR,2015-01-01,$707 - $11.3K,$8.5K - $135.8K,B,-12.0,14003,493873,981,75361821,0,2829660,Molusqueti,707.0,11300.0,8500.0,135800.0,4,76821.42813455657,1
2609,Shows,US,2009-06-05,$549 - $8.8K,$6.6K - $105.4K,B,-21.0,-753,777624,6482,52974707,47,2195190,Sony Pictures Home Entertainment,549.0,8800.0,6600.0,105400.0,9,8172.586701635298,2
2610,Shows,UA,2011-12-27,$761 - $12.2K,$9.1K - $146.1K,B,-10.0,5859,143865,559,125667714,8,3043530,Ukranima,761.0,12200.0,9100.0,146100.0,7,224808.07513416815,1
2611,Shows,EG,2015-08-18,$835 - $13.4K,$10K - $160.3K,B,55.0,11045,490209,100860,141912877,28,3339240,ON Live,835.0,13400.0,10000.0,160300.0,3,1407.02832639302,0
2612,Shows,RU,2016-08-25,$677 - $10.8K,$8.1K - $130K,B,77.0,15124,291070,107,37362704,41,2708370,Woodmark,677.0,10800.0,8100.0,130000.0,2,349184.14953271026,0
2613,Shows,US,2012-06-12,$562 - $9K,$6.7K - $108K,B,-422.0,1850,252809,4192,107283616,234,2249220,CartoonNetworkEps,562.0,9000.0,6700.0,108000.0,6,25592.465648854963,1
2614,Shows,KR,2012-05-17,$1.1K - $17.4K,$13.1K - $209.2K,B,638.0,43392,97552,90,15416672,211,4357980,AYO 에이요,1100.0,17400.0,13100.0,209200.0,6,171296.35555555555,1
2615,Shows,RU,2016-06-19,$814 - $13K,$9.8K - $156.3K,B,8.0,6312,92962,269,68963337,23,3255420,Лига Детективов,814.0,13000.0,9800.0,156300.0,2,256369.28252788103,0
2616,Shows,CH,2011-11-22,$552 - $8.8K,$6.6K - $106K,B,5.0,94761,147924,53,3247881,6,2207550,Yomi Denzel,552.0,8800.0,6600.0,106000.0,7,61280.77358490566,1
2617,Shows,FR,2014-07-10,$968 - $15.5K,$11.6K - $185.8K,B,118.0,5551,44857,11,28831046,103,3871350,Coilbook France,968.0,15500.0,11600.0,185800.0,4,2621004.1818181816,1
2618,Shows,IN,2009-03-04,$1.1K - $17.5K,$13.1K - $209.5K,B,6.0,99917,3613826,1238,250980816,10,4364730,Learn English with Let's Talk - Free English…,1100.0,17500.0,13100.0,209500.0,9,202730.8691437803,2
2619,Shows,,2015-12-30,$1.1K - $18K,$13.5K - $216.5K,B,-19.0,26368,526088,124,70110634,-10,4510830,Wirally,1100.0,18000.0,13500.0,216500.0,3,565408.3387096775,0
2620,Shows,EG,2010-12-09,$1.1K - $17.7K,$13.3K - $212.1K,B,17.0,8034,117781,724,76576878,12,4418280,SCREEN2000,1100.0,17700.0,13300.0,212100.0,8,105769.16850828729,1
2621,Shows,EG,2016-09-13,$970 - $15.5K,$11.6K - $186.2K,B,325.0,10640,751296,33654,364522924,86,3879000,dmc sports,970.0,15500.0,11600.0,186200.0,2,10831.488797765496,0
2622,Shows,KR,2012-05-17,$967 - $15.5K,$11.6K - $185.6K,B,165.0,8029,141548,26369,184169329,106,3866340,채널A Entertainment,967.0,15500.0,11600.0,185600.0,6,6984.3122226857295,1
2623,Shows,TR,2013-09-24,$1.5K - $24K,$18K - $287.7K,B,-14.0,16472,219166,197,88694809,-1,5993010,Караоке для детей,1500.0,24000.0,18000.0,287700.0,5,450227.4568527919,1
2624,Shows,RU,2015-11-03,$1.2K - $19.2K,$14.4K - $230.6K,B,-5.0,6742,164176,114,145974929,0,4803420,Тима и Тома,1200.0,19200.0,14400.0,230600.0,3,1280481.8333333333,0
2625,Shows,,2016-06-27,$1.7K - $26.9K,$20.2K - $322.4K,B,-21.0,7495,326837,128,249399990,0,6717660,Весёлая Школа Капуки…,1700.0,26900.0,20200.0,322400.0,2,1948437.421875,0
2626,Shows,RU,2016-03-30,$1.5K - $24.7K,$18.5K - $296.2K,B,76.0,10030,284968,234,245972876,34,6171810,МегаКлиника,1500.0,24700.0,18500.0,296200.0,2,1051166.1367521368,0
2627,Shows,RU,2016-03-31,$1.8K - $29.5K,$22.1K - $354.4K,B,12.0,8806,199067,75,164353759,21,7383180,Три Медведя - Песни и…,1800.0,29500.0,22100.0,354400.0,2,2191383.453333333,0
2628,Shows,RU,2016-02-22,$1.7K - $27.4K,$20.6K - $329.4K,B,40.0,13414,379047,358,267887982,11,6861690,Тьюбики,1700.0,27400.0,20600.0,329400.0,2,748290.4525139665,0
2629,Shows,RU,2016-04-29,$2.1K - $32.9K,$24.7K - $395.3K,B,-436.0,7071,221012,1213,180118596,33,8236140,Comedy Woman,2100.0,32900.0,24700.0,395300.0,2,148490.18631492168,0
2630,Shows,ES,2016-07-21,$2.6K - $41.5K,$31.2K - $498.5K,B,-30.0,34290,131273,286,35645870,-3,10384710,CaricaToonz - Aventuras para Niños,2600.0,41500.0,31200.0,498500.0,2,124635.90909090909,0
2631,Shows,KR,2014-02-26,$2.8K - $44.1K,$33.1K - $529.7K,B,45.0,21408,225660,11125,204762710,52,11036340,채널A 뉴스TOP10,2800.0,44100.0,33100.0,529700.0,4,18405.636853932585,1
2632,Shows,RU,2015-02-03,$2.7K - $43.4K,$32.5K - $520.8K,B+,106.0,18573,277043,108,228740250,74,10849830,Ангел Бэби,2700.0,43400.0,32500.0,520799.99999999994,3,2117965.277777778,0
2633,Shows,KR,2012-05-21,$3.3K - $52.8K,$39.6K - $633.1K,B+,0.0,19382,281032,35068,418828823,8,13190430,채널A 뉴스,3300.0,52800.0,39600.0,633100.0,6,11943.33360898825,1
2634,Shows,BR,2017-01-30,$2.9K - $46.5K,$34.9K - $557.9K,B+,26.0,30710,301542,105,101364698,50,11622030,Léo o caminhão,2900.0,46500.0,34900.0,557900.0,1,965378.0761904762,0
2635,Shows,US,2013-10-25,$3.1K - $50.2K,$37.6K - $601.9K,B+,0.0,12654,867600,274,487502793,84,12538740,Капуки Девочки,3100.0,50200.0,37600.0,601900.0,5,1779207.2737226277,1
2636,Shows,,2016-09-26,$3.4K - $54.9K,$41.2K - $659K,B+,0.0,16586,432983,168,300286548,16,13729260,Дружба - это чудо!,3400.0,54900.0,41200.0,659000.0,2,1787419.9285714286,0
2637,Shows,RU,2015-04-14,$4.2K - $67.7K,$50.8K - $812.6K,B+,91.0,37484,264329,533,184532125,55,16929630,Раскраска,4200.0,67700.0,50800.0,812600.0,3,346214.1181988743,0
2638,Shows,EG,2015-01-28,$4.6K - $73.2K,$54.9K - $878.4K,B+,-4.0,57360,828565,83262,397090096,-8,18299880,TeN TV,4600.0,73200.0,54900.0,878400.0,3,4769.163556003939,0
2639,Shows,RU,2015-10-25,$3.6K - $58.2K,$43.7K - $698.6K,B+,37.0,24866,635077,343,487348390,46,14553480,ИгроБой,3600.0,58200.0,43700.0,698600.0,3,1420840.7871720116,0
2640,Shows,,2016-03-30,$3.6K - $57.8K,$43.4K - $693.6K,B+,27.0,26273,597918,234,377243604,26,14450190,Помогатор,3600.0,57800.0,43400.0,693600.0,2,1612152.1538461538,0
2641,Shows,KR,2012-05-17,$6.5K - $103.9K,$77.9K - $1.2M,B+,48.0,28103,732170,10776,911843942,45,25974630,채널A Home,6500.0,103900.0,77900.0,1200000.0,6,84618.03470675576,1
2642,Shows,US,2016-01-25,$6.4K - $102.7K,$77K - $1.2M,B+,44.0,33282,649825,335,526020047,25,25677540,Малышарики,6400.0,102700.0,77000.0,1200000.0,3,1570209.0955223881,0
2643,Shows,RU,2014-03-17,$7.5K - $119.9K,$89.9K - $1.4M,B+,30.0,31274,1043293,2191,1120509380,28,29963970,Игровые сериалы,7500.0,119900.0,89900.0,1400000.0,4,511414.59607485164,1
2644,Shows,RU,2014-11-17,$7.4K - $118.5K,$88.9K - $1.4M,B+,11.0,41999,899980,463,687039887,19,29625360,Поиграйка,7400.0,118500.0,88900.0,1400000.0,4,1483887.444924406,1
2645,Shows,IN,2013-07-15,$11K - $176.1K,$132.1K - $2.1M,B+,-25.0,85720,1293426,6852,691985336,-7,44026800,Vision Time Tamil,11000.0,176100.0,132100.0,2100000.0,5,100990.27086981903,1
2646,Shows,GB,2008-01-17,$12.7K - $202.4K,$151.8K - $2.4M,A-,7.0,146704,896256,167,319982024,13,50609400,Jungle Beat - Munki and Trunk,12700.0,202400.0,151800.0,2400000.0,11,1916060.0239520958,2
2647,Shows,EG,2010-10-06,$11.2K - $179K,$134.2K - $2.1M,A-,115.0,113388,4185177,25985,1503801377,121,44743800,ON Ent,11200.0,179000.0,134200.0,2100000.0,8,57871.9021358476,1
2648,Shows,EG,2014-06-09,$14.7K - $235.3K,$176.5K - $2.8M,A-,167.0,119199,2102448,2324,939487096,89,58828500,El Adl Group,14700.0,235300.0,176500.0,2800000.0,4,404254.3442340792,1
2649,Shows,RU,2014-11-17,$15.9K - $254.4K,$190.8K - $3.1M,A-,10.0,93640,1715096,197,1577525514,20,63603000,КУКУТИКИ - Детские…,15900.0,254400.0,190800.0,3100000.0,4,8007743.725888325,1
2650,Shows,UA,2014-07-17,$19.8K - $316.1K,$237.1K - $3.8M,A,1.0,200727,4107587,462,2009629779,9,79023900,Маша та Ведмідь,19800.0,316100.0,237100.0,3800000.0,4,4349848.006493507,1
2651,Shows,IN,2007-02-01,$40.3K - $644.3K,$483.2K - $7.7M,A,-11.0,240485,7810507,20299,4625433452,-5,161078700,Vijay Television,40300.0,644300.0,483200.0,7700000.0,11,227865.0895117986,2
2652,Shows,IN,2014-05-09,$37.9K - $606.2K,$454.7K - $7.3M,A,25.0,361817,4489907,8633,2177327197,20,151555500,Sony PAL,37900.0,606200.0,454700.0,7300000.0,4,252209.79925865863,1
2653,Shows,IN,2006-09-20,$362.5K - $5.8M,$4.4M - $69.6M,A++,20.0,2163955,40380687,28488,27938119010,16,1450146000,SET India,362500.0,5800000.0,4400000.0,69600000.0,12,980697.802934569,2
2654,Sports,BR,2015-02-09,$1.9K - $29.9K,$22.4K - $359K,B,121.0,21315,468380,35,21757639,67,7478760,Maestria Esportes,1900.0,29900.0,22400.0,359000.0,3,621646.8285714285,0
2655,Sports,VN,2016-12-30,$1.5K - $23.6K,$17.7K - $283K,B,-44.0,17416,172493,715,48036764,-45,5895510,HOÀNG ANH GIA LAI FC,1500.0,23600.0,17700.0,283000.0,2,67184.28531468532,0
2656,Sports,UA,2015-06-22,$2.5K - $39.3K,$29.5K - $472K,B,99.0,13078,237507,194,91724697,106,9832740,SLIZHENKOV l HD,2500.0,39300.0,29500.0,472000.0,3,472807.71649484534,0
2657,Sports,MY,2010-02-08,$2.6K - $41.2K,$30.9K - $494.6K,B,36.0,23313,378581,2165,133023550,38,10304220,Stadium Astro,2600.0,41200.0,30900.0,494600.0,8,61442.74826789839,1
2658,Sports,US,2015-04-23,$1.6K - $26K,$19.5K - $312.6K,B,-21.0,15632,396132,606,148607448,5,6512460,Hoop Journey,1600.0,26000.0,19500.0,312600.0,3,245226.81188118813,0
2659,Sports,US,2014-10-01,$2.2K - $34.6K,$26K - $415.7K,B,-16.0,30317,1049869,365,253528869,-5,8660940,Messi Magic™,2200.0,34600.0,26000.0,415700.0,4,694599.6410958904,1
2660,Sports,US,2013-02-05,$2.2K - $36K,$27K - $431.9K,B,53.0,150503,2836359,178,161207565,42,8997000,OFFICIALTHENX,2200.0,36000.0,27000.0,431900.0,5,905660.4775280899,1
2661,Sports,TW,2013-12-06,$1.8K - $29.1K,$21.8K - $349.3K,B,46.0,12319,197267,888,116502990,35,7277610,NiTringo,1800.0,29100.0,21800.0,349300.0,5,131197.0608108108,1
2662,Sports,US,2016-10-24,$2.2K - $34.8K,$26.1K - $417.5K,B,,102811,103700,15,35972648,102,8697600,Sport Legends,2200.0,34800.0,26100.0,417500.0,2,2398176.533333333,0
2663,Sports,DE,2006-01-13,$2.1K - $32.9K,$24.7K - $394.6K,B,4.0,9285,364550,6216,262618071,1,8220240,SPORT1,2100.0,32900.0,24700.0,394600.0,13,42248.72442084942,2
2664,Sports,GB,2016-09-24,$2.2K - $35.2K,$26.4K - $423K,B,-9.0,22590,101495,151,44984309,-3,8811540,MIXUPTV,2200.0,35200.0,26400.0,423000.0,2,297909.3311258278,0
2665,Sports,MX,2013-07-19,$1.9K - $31.1K,$23.3K - $372.8K,B,-23.0,23003,339502,8648,111825411,-24,7766430,FOX Sports MX,1900.0,31100.0,23300.0,372800.0,5,12930.78295559667,1
2666,Sports,US,2012-02-07,$1.9K - $30.9K,$23.2K - $371.1K,B,62.0,39212,635927,5298,155822399,88,7730880,NBC Sports,1900.0,30900.0,23200.0,371100.0,6,29411.55134012835,1
2667,Sports,DZ,2011-07-20,$2.6K - $42K,$31.5K - $503.6K,B,249.0,27283,511868,225,26087254,169,10490910,RedsTech,2600.0,42000.0,31500.0,503600.0,7,115943.35111111111,1
2668,Sports,BR,2010-08-23,$1.9K - $31K,$23.2K - $371.5K,B,-46.0,94277,1168051,368,74243702,-18,7740300,Neymar Jr,1900.0,31000.0,23200.0,371500.0,8,201749.1902173913,1
2669,Sports,,2016-12-01,$2K - $31.9K,$23.9K - $382.3K,B,-31.0,37210,516109,140,72235314,-16,7964610,Goal Fut,2000.0,31900.0,23900.0,382300.0,2,515966.52857142856,0
2670,Sports,MY,2006-04-06,$904 - $14.5K,$10.8K - $173.5K,B,12.0,21106,820923,7510,269517265,-62,3615210,BadmintonWorld.tv,904.0,14500.0,10800.0,173500.0,12,35887.78495339547,2
2671,Sports,KR,2007-10-27,$2.3K - $37.3K,$28K - $447.6K,B,-92.0,162,542123,90291,850771746,-3,9325680,SPOTV,2300.0,37300.0,28000.0,447600.0,11,9422.55314483171,2
2672,Sports,TR,2013-11-23,$2.1K - $33.5K,$25.1K - $402.1K,B,-3.0,18978,325892,1243,79265167,18,8376060,beIN SPORTS Türkiye,2100.0,33500.0,25100.0,402100.0,5,63769.24135156879,1
2673,Sports,,2016-04-14,$2.1K - $34.1K,$25.6K - $409.1K,B,34.0,28886,380863,514,74660887,56,8522790,Футбол с GOAL24,2100.0,34100.0,25600.0,409100.0,2,145254.6439688716,0
2674,Sports,US,2014-01-11,$2.2K - $36K,$27K - $431.6K,B,,0,0,412,228664852,-39,8991030,Snooker Planet,2200.0,36000.0,27000.0,431600.0,5,555011.7766990291,1
2675,Sports,US,2014-03-23,$1.3K - $21.4K,$16K - $256.3K,B,,0,6491,814,8440990,6,5339520,KH P,1300.0,21400.0,16000.0,256300.0,4,10369.766584766585,1
2676,Sports,US,2006-07-03,$370 - $5.9K,$4.4K - $71K,B,125.0,2974,84929,311,33183012,118,1478820,MaxaMillion711,370.0,5900.0,4400.0,71000.0,12,106697.78778135049,2
2677,Sports,US,2017-04-10,$3.1K - $50.2K,$37.7K - $602.9K,B,49.0,29839,132543,352,40582909,34,12561420,HARD BODY,3100.0,50200.0,37700.0,602900.0,1,115292.35511363637,0
2678,Sports,US,2013-09-27,$2.4K - $38.1K,$28.6K - $457K,B,18.0,38296,578475,156,156858005,20,9521190,Thunder Freerunning,2400.0,38100.0,28600.0,457000.0,5,1005500.032051282,1
